ID Group,Group,ID Subgroup,Subgroup,ID Occupation,Occupation,ID Year,Year,Workforce by Occupation and Gender,Workforce by Occupation and Gender Moe,ACS Occupation yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2021,"2021",61809,2307.0468135692436,0.8246389174583009,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",92790,5037,62218,-0.6573660355524125,86642,7.095865746404746,1.6172690814542732
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2021,"2021",89859,3103.6251384469747,0.7171328175891765,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",52579,3671,89724,0.15046141500601845,50562,3.9891618211304936,2.351213939562192
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2021,"2021",187189,4060.073152050342,0.9105757885084433,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",34414,1107,192180,-2.5970444375065043,33441,2.9096019855865554,4.8979110176243585
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2021,"2021",121992,3732.253206844359,0.8885112226624138,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",46138,1463,123080,-0.8839779005524863,43905,5.085981095547204,3.1919929101711673
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2021,"2021",96602,2932.29636974164,0.959880227599056,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",45719,1994,96323,0.28965044693375414,42952,6.442074874278264,2.5276485270210762
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2021,"2021",40645,2011.7467534458704,0.9032887760500126,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",69171,5658,40520,0.30848963474827246,63587,8.781669209115071,1.0635004904740237
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2021,"2021",26524,1755.197994529392,0.7148580756100311,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",127996,5801,25217,5.183011460522664,119597,7.022751406807863,0.694016164579481
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2021,"2021",396580,6188.34468981811,1.0621292392286634,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",77768,1634,404387,-1.930576403296842,74372,4.566234604421019,10.376750510817772
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2021,"2021",443909,6248.430282879052,1.0470154504274565,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",74222,1225,442842,0.24094372259180477,71137,4.336702419275483,11.615141818817404
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2021,"2021",5047,662.3714969712994,0.21329079411812704,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",46549,3484,5133,-1.675433469705825,43932,5.956933442593098,0.13205774327524658
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2021,"2021",226544,4365.187853918775,1.1801073743649628,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",68836,2053,225184,0.6039505471081427,65112,5.719375844698366,5.927657894303044
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2021,"2021",116378,3348.1674091956634,0.9925631262749751,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",88659,6021,114363,1.7619334924757133,82093,7.998245891854361,3.045099276181226
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2021,"2021",173747,3870.1365608980777,0.8231790936262036,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",67813,1514,174170,-0.24286616524085664,64163,5.688636753269018,4.5461931287585235
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2021,"2021",149140,3789.5441678386596,1.0220130718964169,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",80110,4274,145149,2.7495883540361974,75681,5.85219539910942,3.9023364042144397
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,"Management Occupations",2020,"2020",443396,6492.534559014684,1.1196813808982313,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",158634,3153,413137,7.3242048037333864,156500,1.3635782747603833,11.76054320725691
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,"Business & Financial Operations Occupations",2020,"2020",259252,4601.868533541566,1.2451561383018495,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",139208,2569,245938,5.413559514999715,135980,2.3738785115458154,6.876346082435945
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2020,"2020",163088,4046.5986952006983,1.3292991426680574,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",166503,2666,155097,5.152259553698653,165249,0.7588548190911896,4.325712163810938
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2020,"2020",77451,2548.4379529429393,1.0368484046987034,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",160079,5961,72221,7.24166101272483,158463,1.0197964193534137,2.0542942018991037
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2020,"2020",21681,1346.000371470974,0.578684580798223,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",121562,8946,19729,9.894064574991129,114841,5.8524394597748195,0.575062330910827
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2020,"2020",48580,1859.4219531886786,0.7256605404373927,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",91001,4537,47307,2.6909336884604818,89333,1.8671711461609932,1.2885258076494617
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2020,"2020",41601,1747.2449742380147,0.9665424433667801,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",199624,13834,39391,5.610418623543449,194992,2.3754820710593254,1.103416264389157
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2020,"2020",221395,4130.305799816764,0.958445846814247,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",103498,1704,213812,3.5465736254279463,100688,2.7907993008104244,5.872234894700546
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2020,"2020",66714,2322.2904641754008,0.8661752140813168,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",85297,3985,64232,3.864117573794993,85114,0.21500575698474986,1.7695082488992626
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2020,"2020",129993,3377.889429806725,0.8276994869330901,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",180595,9155,126747,2.561007361120973,176730,2.186951847450914,3.4479072728237226
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2020,"2020",62218,2359.5190187832773,0.8416870200746421,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",86642,3852,60421,2.974131510567518,85284,1.5923268139393087,1.6502572807808604
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2020,"2020",89724,2605.157384880998,0.7267626117063052,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",50562,2045,86119,4.186068115050105,50596,-0.06719898806229742,2.3798206991671527
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2020,"2020",192180,3905.6739495252286,0.9174030699126212,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",33441,1189,194708,-1.2983544589847362,33206,0.7077034270914895,5.097342316057504
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2020,"2020",123080,3673.7471333775816,0.8876355345429902,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",43905,912,126257,-2.5162961261553813,42731,2.7474199059231004,3.264548299824943
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2020,"2020",96323,3050.387024624908,0.934584852223182,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",42952,2921,94885,1.5155187858987194,41084,4.546782202317204,2.5548512015277707
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2020,"2020",40520,1793.4352511311915,0.9167616200673308,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",63587,4544,38228,5.995605315475568,63488,0.15593497983870966,1.0747440454087316
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2020,"2020",25217,1519.3896801018493,0.6918540348444892,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",119597,5335,24780,1.7635189669087974,118808,0.6640966938253317,0.6688504588615989
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2020,"2020",404387,6055.899685430729,1.072182555187404,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",74372,2143,408925,-1.10973894968515,71409,4.149336918315619,10.725876611320356
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2020,"2020",442842,5554.4139204780195,1.0372396130009287,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",71137,1237,431911,2.5308454751094556,70563,0.8134574777149498,11.74584902657684
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2020,"2020",5133,640.0781202322104,0.21196647758695875,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",43932,2392,5498,-6.638777737359039,42428,3.5448288865843307,0.1361466235212986
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2020,"2020",225184,4603.344870852064,1.1877823469143844,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",65112,2666,226940,-0.7737728033841544,63248,2.947128762964837,5.9727335419871626
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2020,"2020",114363,3243.5107522559565,0.9891899305000947,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",82093,7798,116483,-1.8200080698471022,75617,8.564211751325761,3.033340406344491
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2020,"2020",174170,4145.945609869961,0.8274986070937345,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",64163,1485,178822,-2.601469617832258,61896,3.6625953211839217,4.6196488249960215
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2020,"2020",145149,3758.2635618061704,1.0115142079873736,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",75681,3044,139242,4.242254492179084,73526,2.930935995430188,3.849901861970187
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,"Management Occupations",2019,"2019",413137,5020.412034883193,1.0968512752472945,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",156500,2125,398160,3.761553144464537,153237,2.1293812851987446,11.19984883862466
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,"Business & Financial Operations Occupations",2019,"2019",245938,3846.9221463398503,1.2443271379846765,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",135980,2068,237514,3.546738297531935,131026,3.7809289759284415,6.66720343051741
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2019,"2019",155097,2993.721596942508,1.3447670471543705,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",165249,2817,147735,4.983247030155346,160254,3.1169268785802537,4.204568836304104
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2019,"2019",72221,2024.6454010517493,1.0288576106907112,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",158463,5386,70201,2.8774518881497415,157088,0.8753055612140965,1.9578597002309441
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2019,"2019",19729,1098.8867093563376,0.5593214683354073,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",114841,7114,19089,3.352716224003353,114346,0.4328966470186976,0.5348390914810968
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2019,"2019",47307,1540.0324671902213,0.7331446304999665,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",89333,2630,46117,2.580393347355639,86615,3.1380245915834437,1.2824589639969712
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2019,"2019",39391,1327.2396166480262,0.9627873589345862,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",194992,11159,38674,1.8539587319646273,191171,1.9987341176224427,1.0678618608409896
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2019,"2019",213812,3659.749718218447,0.9565255237590754,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",100688,1388,210025,1.8031186763480538,98472,2.2503858964984973,5.796290528042793
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2019,"2019",64232,1816.6036992145537,0.8610715877524444,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",85114,4291,63331,1.4226839936208178,82261,3.46822917299814,1.7412836192414116
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2019,"2019",126747,3018.8739622581134,0.8423771394962664,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",176730,6528,123400,2.712317666126418,171738,2.906753310274954,3.4360205954662972
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2019,"2019",60421,2096.638261598791,0.8411719118779653,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",85284,3742,58933,2.524901158943207,81211,5.015330435532133,1.637970132615913
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2019,"2019",86119,2393.4621367383274,0.7146751974545241,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",50596,1934,85413,0.8265720674838726,48956,3.349946891085873,2.3346245485965116
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2019,"2019",194708,3993.775156415293,0.920977508977944,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",33206,1067,190810,2.0428698705518578,31710,4.717754651529487,5.278394739931137
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2019,"2019",126257,3013.6973968864227,0.8979834461521887,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",42731,793,127423,-0.9150624298596015,40232,6.211473453966992,3.422737045624656
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2019,"2019",94885,2410.3030929739934,0.914739108814998,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",41084,1996,94326,0.5926255751330491,38100,7.832020997375327,2.5722645443349323
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2019,"2019",38228,1649.6729978998867,0.8832861461530453,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",63488,3805,37977,0.660926350159307,61158,3.8098041139343994,1.0363337619311355
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2019,"2019",24780,1267.6355943251199,0.700943880825534,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",118808,5781,26066,-4.933630016112945,112566,5.545191265568644,0.6717680919915646
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2019,"2019",408925,4453.556893091184,1.0852165100755362,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",71409,2068,406124,0.689690833341541,68960,3.551334106728538,11.085664528557327
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2019,"2019",431911,5497.676691112346,1.0257955337330285,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",70563,1068,432681,-0.17796020624894554,69390,1.690445309122352,11.708798562557252
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2019,"2019",5498,667.3717105182089,0.22040437135620017,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",42428,3305,5839,-5.840041102928584,42498,-0.16471363358275684,0.14904685108029148
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2019,"2019",226940,4046.733250413227,1.2070846247253288,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",63248,1418,218372,3.923579946146942,61868,2.230555375961725,6.152181226657211
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2019,"2019",116483,3006.2617983136465,1.0240341734932763,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",75617,4085,117898,-1.200189994741217,73451,2.9489047119848606,3.157770890212003
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2019,"2019",178822,3207.003585903826,0.8470432385818396,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",61896,1384,179255,-0.24155532621126327,59469,4.081117893356202,4.847736632208053
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2019,"2019",139242,3193.2261116306813,0.9940120421054945,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",73526,1670,134230,3.733889592490501,70876,3.7389243185281336,3.7747511164281455
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,"Management Occupations",2018,"2018",398160,4657.193682895312,1.0993884425546157,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",153237,2193,397480,0.17107779007748816,148482,3.2024083727320485,10.986621575234738
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,"Business & Financial Operations Occupations",2018,"2018",237514,3338.695104378356,1.2329276428974596,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",131026,2013,213676,11.156142945393961,124905,4.900524398542892,6.553838750302149
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2018,"2018",147735,2887.2583881599517,1.3436912296275232,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",160254,3258,138406,6.740314726240191,156825,2.186513629842181,4.076523353469218
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2018,"2018",70201,1775.675927639951,1.048402871198791,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",157088,6809,69279,1.3308506185135467,154390,1.7475225079344519,1.93709016777942
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2018,"2018",19089,992.2827218086588,0.5680777367727313,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",114346,6697,17673,8.012222033610593,108165,5.714417787639254,0.5267320153949565
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2018,"2018",46117,1687.3046553601396,0.7359656777677546,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",86615,2762,44443,3.7666224152284946,82726,4.701061335009549,1.2725286999826713
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2018,"2018",38674,1593.4632094905737,0.9672500249460884,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",191171,8613,39142,-1.1956466199989781,185497,3.0588095764351984,1.0671503988362172
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2018,"2018",210025,3203.1248804878023,0.961564154712119,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",98472,1303,207461,1.2358949392897942,96297,2.2586373407271254,5.795321469606881
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2018,"2018",63331,1964.4790658085415,0.8727816805792578,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",82261,3785,61377,3.1836029783143522,78349,4.993043944402609,1.7475229329445225
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2018,"2018",123400,2619.4629220510074,0.8476738676549059,"Dallas-Fort Worth-Arlington, TX","31000US19100","dallas-fort-worth-arlington-tx",171738,3915,118248,4.356944726337867,167861,2.3096490548727817,3.405035921197425
